id,review_no_per_rest,restaurant_id,restaurant_type,review_rating,review_date,review_body,restaurant_name,restaurant_address
4712,99,10,American,5,04/19/2023,Great place for families.  Burgers are great.  Staff really makes visiting with young children effortless.  I have not visited the bar area but I could not imagine things are different.  Enjoy a family friendly restaurant.,The Iron Horse Restaurant,20 Washington Ave
4713,100,10,American,5,05/20/2018,The Iron Horse is a great restaurant and has a great atmosphere. The staff is very kind and it did not take long for the food to come out which was very good. Also the food was very delicious especially the pizza and I would highly recommend eating here.,The Iron Horse Restaurant,20 Washington Ave
4714,101,10,American,4,12/20/2022,Burger and fried were good!,The Iron Horse Restaurant,20 Washington Ave
4715,102,10,American,5,05/19/2020,This place is phenomenal they have some of the best food and it's a great atmosphere very low key place you have to try their stuffed burgers they are amazing staff is always friendly and accommodating be sure to check out the specials and yes you can order take out from here,The Iron Horse Restaurant,20 Washington Ave
4716,103,10,American,5,05/19/2020,"Yummmmmmm! Everything was delicious! From the caramel apple martini (for $5 on HH special) to my patty melt, I was in yum heaven. Super sweet staff too!  …",The Iron Horse Restaurant,20 Washington Ave
4717,104,10,American,5,05/19/2022,I've been going to The Iron Horse since I was a kid and is hands down my favorite cheeseburger and fries anywhere. The service was super friendly and accommodating and the food never disappoints!,The Iron Horse Restaurant,20 Washington Ave
4718,105,10,American,2,05/20/2017,While the service was okay the food was not good at all my mom ordered a stuffed cheeseburger all the cheese had Spilled Out all over the fries with nothing left inside the burger and I had the cheese steak the roll was stale and the cheese was on the outside of the Roll sealing it shut with none left inside. Fries were overcooked. Had been our first time back in the long time don't think we'll be back again,The Iron Horse Restaurant,20 Washington Ave
4719,106,10,American,5,05/20/2019,"We had my birthday party there the other day. The food was great, the service was great, and the atmosphere was incredibly warm and friendly in keeping with their describing themselves as a gathering place.",The Iron Horse Restaurant,20 Washington Ave
4720,107,10,American,1,05/20/2018,"Unfortunately awful, terrible service, requested a GF bun for my burger, arrived with a regular bun. Didn't want to eat the replacement that took 20 minutes to arrive since the rest of my party was finished eating. And I was afraid of contamination at that point. Absolutely awful.",The Iron Horse Restaurant,20 Washington Ave
4721,108,10,American,1,05/19/2022,The worst   burger i ever ate  not worth  more than hour waiting   mushy fries  and terrible  service.,The Iron Horse Restaurant,20 Washington Ave
4722,109,10,American,5,05/19/2020,I stopped by expressly for their Margherita Burger. Delicious. So was their Cole Slaw. It was my first visit. I would eat here again when I'm in the area.,The Iron Horse Restaurant,20 Washington Ave
4723,110,10,American,4,05/20/2019,"Super old school, smart!  Good food and service. A lot of staples and regulars and I can't say I blame them for being so. If I lived closer I would go once a week for lunch or dinner. Yum",The Iron Horse Restaurant,20 Washington Ave
4724,111,10,American,5,05/20/2016,"One of my favorite burgers around! I really appreciate the pickles and cole slaw that comes with every meal as well, one can easily see why this is such a popular spot in Westwood.",The Iron Horse Restaurant,20 Washington Ave
4725,112,10,American,5,05/20/2017,Love the food and the service! Typical American cuisine done with a old time style. Love the unique burgers that have the cheese cooked inside!,The Iron Horse Restaurant,20 Washington Ave
4726,113,10,American,5,05/19/2020,"SUPERB!! I hadn't been there in years, but it brought  back very fine memories of how much I use to enjoy their food yeas ago in the 90""s. The ONLY thing they did not still have on their menu was their hot spiced wine. I luse to love it at the end of a crazy winter day by their fire place. Our waiter, Michael K., was great, very pleasant, and very accommodating!  We will definitely return there on our next trip up there.  He was certainly TRAINED there well to be helpful and to make his guests feel at home and well-fed. Thanks Michael!  We had a great night because of your efforts. Paul T. Reiser of Ridgefield NJ.  .",The Iron Horse Restaurant,20 Washington Ave
4727,114,10,American,5,05/19/2020,Delicious food and friendly service. Their daily specials alone are worth traveling for. The history of the place is fascinating and the decor is a time traveling experience. Always a favorite of mine.,The Iron Horse Restaurant,20 Washington Ave
4728,115,10,American,4,05/20/2018,A town restaurant. Hamburger is the most popular meal.  They have other selections.  Looks like a place from the late 80s.  Good service.  Moderit pricing.,The Iron Horse Restaurant,20 Washington Ave
4729,116,10,American,5,05/20/2017,We've always liked the Iron Horse and our kids think it's the neatest place. You definitely get a warm feeling from the owner. He always greets you by name and always has a smile on his face.,The Iron Horse Restaurant,20 Washington Ave
4730,117,10,American,5,05/20/2018,Best burgers in Olive Bergen County if you want a stuffed cheeseburger you want a sandwich you want anything from that place it is going to be great it was going to be fantastic and it's going to be marvelous the food there is awesome the staff there is great I can't think of a better place to go for a stuffed cheeseburger or a really nice Cobb salad,The Iron Horse Restaurant,20 Washington Ave
4731,118,10,American,4,05/20/2019,I have been going to the Iron Horse for over 30 years. The staff does a great job and the wings are the best. It feels like the Horse is part of the neighborhood.   From the wing lady.,The Iron Horse Restaurant,20 Washington Ave
4732,119,10,American,2,05/19/2020,"overrated, eaten here a number of times over the last 25 years, limited menu.Never fails to disappoint.  Go to The doghouse on Pascack rd for a good burger, salad, etc. huge portions",The Iron Horse Restaurant,20 Washington Ave
4733,120,10,American,4,05/19/2022,Great burgers. Good service. Place needs work,The Iron Horse Restaurant,20 Washington Ave
4734,121,10,American,4,05/20/2018,"Their food is good, and waitresses are pleasant.  I've had some issues with my pick up orders being incorrect resulting in me having to go back to the store.",The Iron Horse Restaurant,20 Washington Ave
4735,122,10,American,5,05/20/2019,"Great local restaurant with railroad theme. Food is basic American with hamburgers, French fries, and a few chicken offerings. Full bar and beer on tap.",The Iron Horse Restaurant,20 Washington Ave
4736,123,10,American,4,05/21/2014,Server was nice food took longer then I remembered but the burgers were great and hit the spot.   Everyone went home full. Does need a little updating very dark.....,The Iron Horse Restaurant,20 Washington Ave
4737,124,10,American,5,05/19/2022,We had a well prepared help-yourself buffet following a funeral home service that was delicious and plentiful.,The Iron Horse Restaurant,20 Washington Ave
4738,125,10,American,1,05/19/2022,"Ive been saying this and its time everyone should know this place is just not it. Food bad, service bad, prices are funny. And its just overall not good. Go somewhere else",The Iron Horse Restaurant,20 Washington Ave
4739,126,10,American,4,05/19/2020,Great service.  Good burger.  Fries were a bit off. But all in all good time,The Iron Horse Restaurant,20 Washington Ave
